RowNum,DateTimeEST,Sector,Ticker,CompanyName,UnitsofHolding,Currency,Price
1,10/9/2018 11:00 AM,/global/nam/fin,BAC,Bank of America Corp,2076,USD,31.7
2,10/9/2018 11:00 AM,/global/nam/fin,C,Citigroup N.A.,1929,USD,76.22
3,10/9/2018 11:00 AM,/global/nam/fin,JPM,J.P. Morgan Chase Co,1948,USD,141.92
4,10/9/2018 11:00 AM,/global/nam/fin,GS,Goldman Sachs Inc.,2391,USD,225.08
5,10/9/2018 11:00 AM,/global/nam/fin,MS,Morgan Stanley Inc.,2415,USD,48.64
6,10/9/2018 11:00 AM,/global/nam/fin,PNC,PNC Financial,1652,USD,134.63
7,10/9/2018 11:00 AM,/global/nam/fin,WFC,Wells Fargo Bank N.A.,1824,USD,62.58
8,10/9/2018 11:00 AM,/global/nam/fin,FITB,Fifth Third Bank,1565,USD,29.96
9,10/9/2018 11:00 AM,/global/nam/fin,TD,Toronto Dominion Bank,2359,USD,60.68
10,10/9/2018 11:00 AM,/global/nam/tech,AMZN,Amazon,1588,USD,1906.99
11,10/9/2018 11:00 AM,/global/nam/tech,FB ,Facebook,1720,USD,164.64
12,10/9/2018 11:00 AM,/global/nam/tech,GOOGL,Alphabet Inc,2250,USD,1176.81
13,10/9/2018 11:00 AM,/global/nam/tech,AAPL,Apple Inc.,2005,USD,245.28
14,10/9/2018 11:00 AM,/global/nam/tech,NFLX,Netfix,1828,USD,373.82
15,10/9/2018 11:00 AM,/global/nam/tech,TWTR,Twitter,1873,USD,32.72
16,10/9/2018 11:00 AM,/global/nam/tech,MSFT,Microsoft,1793,USD,129.06
17,10/9/2018 11:00 AM,/global/nam/tech,CSCO,Cisco,2332,USD,54.29
18,10/9/2018 11:00 AM,/global/nam/re,AMT,American Tower,1818,USD,149.13
19,10/9/2018 11:00 AM,/global/nam/re,SPG,Simon Property Group,1792,USD,165.1
20,10/9/2018 11:00 AM,/global/nam/re,CCI,Crown Castle International,2209,USD,141.49
21,10/9/2018 11:00 AM,/global/nam/re,PSA,Public Storage,1623,USD,225.06
22,10/9/2018 11:00 AM,/global/nam/re,EQIX,Equinix,2272,USD,430.53
23,10/9/2018 11:00 AM,/global/nam/re,WY,Weyerhaeuser,1648,USD,30.22
24,10/9/2018 11:00 AM,/global/emea/cons,ADDYY,Adidas AG,2257,EUR,131.74
25,10/9/2018 11:00 AM,/global/emea/cons,UN,Unilever NV,1758,EUR,58.8
26,10/9/2018 11:00 AM,/global/emea/cons,NSRGY,Nestle SA,2152,EUR,89.97
27,10/9/2018 11:00 AM,/global/emea/cons,DANOY,Danone SA,2109,EUR,15.17
28,10/9/2018 11:00 AM,/global/emea/cons,HENKY,Henkel AG,1918,EUR,105.32
29,10/9/2018 11:00 AM,/global/emea/cons,HINKY,Heineken NV,2471,EUR,45.88
30,10/9/2018 11:00 AM,/global/emea/fin,SAN,Spanish bank Santander,2233,EUR,6.83
31,10/9/2018 11:00 AM,/global/emea/fin,ABNRY,ABN Amro,1718,EUR,16.61
32,10/9/2018 11:00 AM,/global/emea/fin,EBKDY,Austrian Erste Bank,2304,EUR,21.37
33,10/9/2018 11:00 AM,/global/emea/fin,LYG,Lloyds,2233,EUR,8.04
34,10/9/2018 11:00 AM,/global/emea/fin,CRARY,Credit Agricole,1554,EUR,8.07
35,10/9/2018 11:00 AM,/global/emea/tech,ASML,ASML Holding,2443,EUR,186.18
36,10/9/2018 11:00 AM,/global/emea/tech,DTE,Deutsche Telekom,2005,EUR,17.21
37,10/9/2018 11:00 AM,/global/emea/tech,NOKIA,Nokia,1651,EUR,5.21
38,10/9/2018 11:00 AM,/global/emea/tech,SAP,SAP SE,1798,EUR,123.52
39,10/9/2018 11:00 AM,/global/emea/tech,TEF,Telefónica SA,1507,EUR,8.17
40,10/9/2018 11:00 AM,/global/apac/cons,KRX.005930,Samsung Electronics Co. Ltd.,1801,KRW,45473.14
41,10/9/2018 11:00 AM,/global/apac/cons,2319.Hong Kong,China Mengniu Dairy Co. Ltd.,1756,HKD,25.63
42,10/9/2018 11:00 AM,/global/apac/cons,601933.China,Yonghui Superstores Co. Ltd.,1747,CNY,11
43,10/9/2018 11:00 AM,/global/apac/cons,600519.China,Kweichow Moutai Co. Ltd.,2432,CNY,699.42
44,10/9/2018 11:00 AM,/global/apac/tech,Hong Kong.0700,Tencent,2017,HKD,308.09
45,10/9/2018 11:00 AM,/global/apac/tech,Hong Kong.2018,AAC Technologies Holdings Inc.,2328,HKD,86.96
46,10/9/2018 11:00 AM,/global/apac/tech,Hong Kong.2382,Sunny Optical Technology Group Co. Ltd.,1816,HKD,79.27
47,10/9/2018 11:00 AM,/global/apac/tech,Taiwan.2330,Taiwan Taiex,2089,NTD,246.22
48,10/9/2018 11:00 AM,/global/apac/tech,Taiwan.3008,LARGAN Precision Co. Ltd.,2311,NTD,3558.42
49,10/9/2018 11:00 AM,/global/apac/mat,0914.Hong Kong,Anhui Conch Cement,1758,HKD,45.94
50,10/9/2018 11:00 AM,/global/apac/mat,0857.Hong Kong,PetroChina Co. Ltd.,1514,HKD,8.87
51,10/9/2018 11:00 AM,/global/apac/mat,H0338.Hong Kong,SINOPEC Shanghai Petrochemical Co. Ltd.,2182,HKD,5.9
52,10/9/2018 11:00 AM,/global/apac/mat,Tokyo.5541,Pacific Metals Co. Ltd.,1722,JPY,4264.57
