RowNum,DateTimeEST,Sector,Ticker,CompanyName,UnitsofHolding,Currency,Price
1,10/9/2018 7:00,/global/nam/fin,BAC,Bank of America Corp,2076,USD,32.95
2,10/9/2018 7:00,/global/nam/fin,C,Citigroup N.A.,1929,USD,76.93
3,10/9/2018 7:00,/global/nam/fin,JPM,J.P. Morgan Chase Co,1948,USD,142.31
4,10/9/2018 7:00,/global/nam/fin,GS,Goldman Sachs Inc.,2391,USD,226.04
5,10/9/2018 7:00,/global/nam/fin,MS,Morgan Stanley Inc.,2415,USD,53.07
6,10/9/2018 7:00,/global/nam/fin,PNC,PNC Financial,1652,USD,132.57
7,10/9/2018 7:00,/global/nam/fin,WFC,Wells Fargo Bank N.A.,1824,USD,54.23
8,10/9/2018 7:00,/global/nam/fin,FITB,Fifth Third Bank,1565,USD,30.85
9,10/9/2018 7:00,/global/nam/fin,TD,Toronto Dominion Bank,2359,USD,60.47
10,10/9/2018 7:00,/global/nam/tech,AMZN,Amazon,1588,USD,1917.41
11,10/9/2018 7:00,/global/nam/tech,FB ,Facebook,1720,USD,160.33
12,10/9/2018 7:00,/global/nam/tech,GOOGL,Alphabet Inc,2250,USD,1206.95
13,10/9/2018 7:00,/global/nam/tech,AAPL,Apple Inc.,2005,USD,253.61
14,10/9/2018 7:00,/global/nam/tech,NFLX,Netfix,1828,USD,389.23
15,10/9/2018 7:00,/global/nam/tech,TWTR,Twitter,1873,USD,29.2
16,10/9/2018 7:00,/global/nam/tech,MSFT,Microsoft,1793,USD,122.96
17,10/9/2018 7:00,/global/nam/tech,CSCO,Cisco,2332,USD,54.02
18,10/9/2018 7:00,/global/nam/re,AMT,American Tower,1818,USD,149.46
19,10/9/2018 7:00,/global/nam/re,SPG,Simon Property Group,1792,USD,162.25
20,10/9/2018 7:00,/global/nam/re,CCI,Crown Castle International,2209,USD,147.63
21,10/9/2018 7:00,/global/nam/re,PSA,Public Storage,1623,USD,227.09
22,10/9/2018 7:00,/global/nam/re,EQIX,Equinix,2272,USD,424.61
23,10/9/2018 7:00,/global/nam/re,WY,Weyerhaeuser,1648,USD,32.66
24,10/9/2018 7:00,/global/emea/cons,ADDYY,Adidas AG,2257,EUR,120.76
25,10/9/2018 7:00,/global/emea/cons,UN,Unilever NV,1758,EUR,56.9
26,10/9/2018 7:00,/global/emea/cons,NSRGY,Nestle SA,2152,EUR,82.77
27,10/9/2018 7:00,/global/emea/cons,DANOY,Danone SA,2109,EUR,20.23
28,10/9/2018 7:00,/global/emea/cons,HENKY,Henkel AG,1918,EUR,114.98
29,10/9/2018 7:00,/global/emea/cons,HINKY,Heineken NV,2471,EUR,54.78
30,10/9/2018 7:00,/global/emea/fin,SAN,Spanish bank Santander,2233,EUR,5.56
31,10/9/2018 7:00,/global/emea/fin,ABNRY,ABN Amro,1718,EUR,15.05
32,10/9/2018 7:00,/global/emea/fin,EBKDY,Austrian Erste Bank,2304,EUR,24.6
33,10/9/2018 7:00,/global/emea/fin,LYG,Lloyds,2233,EUR,8.95
34,10/9/2018 7:00,/global/emea/fin,CRARY,Credit Agricole,1554,EUR,7.46
35,10/9/2018 7:00,/global/emea/tech,ASML,ASML Holding,2443,EUR,187.83
36,10/9/2018 7:00,/global/emea/tech,DTE,Deutsche Telekom,2005,EUR,17.35
37,10/9/2018 7:00,/global/emea/tech,NOKIA,Nokia,1651,EUR,6.76
38,10/9/2018 7:00,/global/emea/tech,SAP,SAP SE,1798,EUR,132.62
39,10/9/2018 7:00,/global/emea/tech,TEF,Telefónica SA,1507,EUR,10.12
40,10/9/2018 7:00,/global/apac/cons,KRX.005930,Samsung Electronics Co. Ltd.,1801,KRW,45458.42
41,10/9/2018 7:00,/global/apac/cons,2319.Hong Kong,China Mengniu Dairy Co. Ltd.,1756,HKD,28.36
42,10/9/2018 7:00,/global/apac/cons,601933.China,Yonghui Superstores Co. Ltd.,1747,CNY,9.19
43,10/9/2018 7:00,/global/apac/cons,600519.China,Kweichow Moutai Co. Ltd.,2432,CNY,693.79
44,10/9/2018 7:00,/global/apac/tech,Hong Kong.0700,Tencent,2017,HKD,302.03
45,10/9/2018 7:00,/global/apac/tech,Hong Kong.2018,AAC Technologies Holdings Inc.,2328,HKD,83.54
46,10/9/2018 7:00,/global/apac/tech,Hong Kong.2382,Sunny Optical Technology Group Co. Ltd.,1816,HKD,77.63
47,10/9/2018 7:00,/global/apac/tech,Taiwan.2330,Taiwan Taiex,2089,NTD,262.07
48,10/9/2018 7:00,/global/apac/tech,Taiwan.3008,LARGAN Precision Co. Ltd.,2311,NTD,3591.93
49,10/9/2018 7:00,/global/apac/mat,0914.Hong Kong,Anhui Conch Cement,1758,HKD,54.04
50,10/9/2018 7:00,/global/apac/mat,0857.Hong Kong,PetroChina Co. Ltd.,1514,HKD,9.06
51,10/9/2018 7:00,/global/apac/mat,H0338.Hong Kong,SINOPEC Shanghai Petrochemical Co. Ltd.,2182,HKD,6.37
52,10/9/2018 7:00,/global/apac/mat,Tokyo.5541,Pacific Metals Co. Ltd.,1722,JPY,4277.9
