RowNum,DateTimeEST,Sector,Ticker,CompanyName,UnitsofHolding,Currency,Price
1,10/9/2018 5:00 PM,/global/nam/fin,BAC,Bank of America Corp,2076,USD,33.03
2,10/9/2018 5:00 PM,/global/nam/fin,C,Citigroup N.A.,1929,USD,76.2
3,10/9/2018 5:00 PM,/global/nam/fin,JPM,J.P. Morgan Chase Co,1948,USD,143.4
4,10/9/2018 5:00 PM,/global/nam/fin,GS,Goldman Sachs Inc.,2391,USD,225.37
5,10/9/2018 5:00 PM,/global/nam/fin,MS,Morgan Stanley Inc.,2415,USD,46.69
6,10/9/2018 5:00 PM,/global/nam/fin,PNC,PNC Financial,1652,USD,132.44
7,10/9/2018 5:00 PM,/global/nam/fin,WFC,Wells Fargo Bank N.A.,1824,USD,54.21
8,10/9/2018 5:00 PM,/global/nam/fin,FITB,Fifth Third Bank,1565,USD,30.6
9,10/9/2018 5:00 PM,/global/nam/fin,TD,Toronto Dominion Bank,2359,USD,61.58
10,10/9/2018 5:00 PM,/global/nam/tech,AMZN,Amazon,1588,USD,1890.09
11,10/9/2018 5:00 PM,/global/nam/tech,FB ,Facebook,1720,USD,166.71
12,10/9/2018 5:00 PM,/global/nam/tech,GOOGL,Alphabet Inc,2250,USD,1196.41
13,10/9/2018 5:00 PM,/global/nam/tech,AAPL,Apple Inc.,2005,USD,232.71
14,10/9/2018 5:00 PM,/global/nam/tech,NFLX,Netfix,1828,USD,390.6
15,10/9/2018 5:00 PM,/global/nam/tech,TWTR,Twitter,1873,USD,31.91
16,10/9/2018 5:00 PM,/global/nam/tech,MSFT,Microsoft,1793,USD,131.85
17,10/9/2018 5:00 PM,/global/nam/tech,CSCO,Cisco,2332,USD,49.32
18,10/9/2018 5:00 PM,/global/nam/re,AMT,American Tower,1818,USD,146.84
19,10/9/2018 5:00 PM,/global/nam/re,SPG,Simon Property Group,1792,USD,160.09
20,10/9/2018 5:00 PM,/global/nam/re,CCI,Crown Castle International,2209,USD,142.27
21,10/9/2018 5:00 PM,/global/nam/re,PSA,Public Storage,1623,USD,228.65
22,10/9/2018 5:00 PM,/global/nam/re,EQIX,Equinix,2272,USD,430.08
23,10/9/2018 5:00 PM,/global/nam/re,WY,Weyerhaeuser,1648,USD,32.72
24,10/9/2018 5:00 PM,/global/emea/cons,ADDYY,Adidas AG,2257,EUR,125.06
25,10/9/2018 5:00 PM,/global/emea/cons,UN,Unilever NV,1758,EUR,58.32
26,10/9/2018 5:00 PM,/global/emea/cons,NSRGY,Nestle SA,2152,EUR,93.31
27,10/9/2018 5:00 PM,/global/emea/cons,DANOY,Danone SA,2109,EUR,22.64
28,10/9/2018 5:00 PM,/global/emea/cons,HENKY,Henkel AG,1918,EUR,108.49
29,10/9/2018 5:00 PM,/global/emea/cons,HINKY,Heineken NV,2471,EUR,48.92
30,10/9/2018 5:00 PM,/global/emea/fin,SAN,Spanish bank Santander,2233,EUR,6.74
31,10/9/2018 5:00 PM,/global/emea/fin,ABNRY,ABN Amro,1718,EUR,16.09
32,10/9/2018 5:00 PM,/global/emea/fin,EBKDY,Austrian Erste Bank,2304,EUR,20.43
33,10/9/2018 5:00 PM,/global/emea/fin,LYG,Lloyds,2233,EUR,8.62
34,10/9/2018 5:00 PM,/global/emea/fin,CRARY,Credit Agricole,1554,EUR,8.39
35,10/9/2018 5:00 PM,/global/emea/tech,ASML,ASML Holding,2443,EUR,189.01
36,10/9/2018 5:00 PM,/global/emea/tech,DTE,Deutsche Telekom,2005,EUR,17.39
37,10/9/2018 5:00 PM,/global/emea/tech,NOKIA,Nokia,1651,EUR,5.79
38,10/9/2018 5:00 PM,/global/emea/tech,SAP,SAP SE,1798,EUR,122.12
39,10/9/2018 5:00 PM,/global/emea/tech,TEF,Telefónica SA,1507,EUR,8.06
40,10/9/2018 5:00 PM,/global/apac/cons,KRX.005930,Samsung Electronics Co. Ltd.,1801,KRW,45139.68
41,10/9/2018 5:00 PM,/global/apac/cons,2319.Hong Kong,China Mengniu Dairy Co. Ltd.,1756,HKD,29.23
42,10/9/2018 5:00 PM,/global/apac/cons,601933.China,Yonghui Superstores Co. Ltd.,1747,CNY,10.25
43,10/9/2018 5:00 PM,/global/apac/cons,600519.China,Kweichow Moutai Co. Ltd.,2432,CNY,712.27
44,10/9/2018 5:00 PM,/global/apac/tech,Hong Kong.0700,Tencent,2017,HKD,327.59
45,10/9/2018 5:00 PM,/global/apac/tech,Hong Kong.2018,AAC Technologies Holdings Inc.,2328,HKD,82.94
46,10/9/2018 5:00 PM,/global/apac/tech,Hong Kong.2382,Sunny Optical Technology Group Co. Ltd.,1816,HKD,80.09
47,10/9/2018 5:00 PM,/global/apac/tech,Taiwan.2330,Taiwan Taiex,2089,NTD,257.47
48,10/9/2018 5:00 PM,/global/apac/tech,Taiwan.3008,LARGAN Precision Co. Ltd.,2311,NTD,3597.03
49,10/9/2018 5:00 PM,/global/apac/mat,0914.Hong Kong,Anhui Conch Cement,1758,HKD,54.5
50,10/9/2018 5:00 PM,/global/apac/mat,0857.Hong Kong,PetroChina Co. Ltd.,1514,HKD,10.63
51,10/9/2018 5:00 PM,/global/apac/mat,H0338.Hong Kong,SINOPEC Shanghai Petrochemical Co. Ltd.,2182,HKD,5.86
52,10/9/2018 5:00 PM,/global/apac/mat,Tokyo.5541,Pacific Metals Co. Ltd.,1722,JPY,4199.25
