RowNum,DateTimeEST,Sector,Ticker,CompanyName,UnitsofHolding,Currency,Price
1,10/9/2018 8:00 AM,/global/nam/fin,BAC,Bank of America Corp,2076,USD,31.5
2,10/9/2018 8:00 AM,/global/nam/fin,C,Citigroup N.A.,1929,USD,73.32
3,10/9/2018 8:00 AM,/global/nam/fin,JPM,J.P. Morgan Chase Co,1948,USD,147.75
4,10/9/2018 8:00 AM,/global/nam/fin,GS,Goldman Sachs Inc.,2391,USD,227.06
5,10/9/2018 8:00 AM,/global/nam/fin,MS,Morgan Stanley Inc.,2415,USD,47.66
6,10/9/2018 8:00 AM,/global/nam/fin,PNC,PNC Financial,1652,USD,132.62
7,10/9/2018 8:00 AM,/global/nam/fin,WFC,Wells Fargo Bank N.A.,1824,USD,55.03
8,10/9/2018 8:00 AM,/global/nam/fin,FITB,Fifth Third Bank,1565,USD,30.64
9,10/9/2018 8:00 AM,/global/nam/fin,TD,Toronto Dominion Bank,2359,USD,62.42
10,10/9/2018 8:00 AM,/global/nam/tech,AMZN,Amazon,1588,USD,1913.47
11,10/9/2018 8:00 AM,/global/nam/tech,FB ,Facebook,1720,USD,165.96
12,10/9/2018 8:00 AM,/global/nam/tech,GOOGL,Alphabet Inc,2250,USD,1177.74
13,10/9/2018 8:00 AM,/global/nam/tech,AAPL,Apple Inc.,2005,USD,233.7
14,10/9/2018 8:00 AM,/global/nam/tech,NFLX,Netfix,1828,USD,365.67
15,10/9/2018 8:00 AM,/global/nam/tech,TWTR,Twitter,1873,USD,32.68
16,10/9/2018 8:00 AM,/global/nam/tech,MSFT,Microsoft,1793,USD,117.23
17,10/9/2018 8:00 AM,/global/nam/tech,CSCO,Cisco,2332,USD,51.63
18,10/9/2018 8:00 AM,/global/nam/re,AMT,American Tower,1818,USD,141.16
19,10/9/2018 8:00 AM,/global/nam/re,SPG,Simon Property Group,1792,USD,160.34
20,10/9/2018 8:00 AM,/global/nam/re,CCI,Crown Castle International,2209,USD,145.66
21,10/9/2018 8:00 AM,/global/nam/re,PSA,Public Storage,1623,USD,228.08
22,10/9/2018 8:00 AM,/global/nam/re,EQIX,Equinix,2272,USD,426.19
23,10/9/2018 8:00 AM,/global/nam/re,WY,Weyerhaeuser,1648,USD,32.1
24,10/9/2018 8:00 AM,/global/emea/cons,ADDYY,Adidas AG,2257,EUR,124.72
25,10/9/2018 8:00 AM,/global/emea/cons,UN,Unilever NV,1758,EUR,56.06
26,10/9/2018 8:00 AM,/global/emea/cons,NSRGY,Nestle SA,2152,EUR,94.57
27,10/9/2018 8:00 AM,/global/emea/cons,DANOY,Danone SA,2109,EUR,24.99
28,10/9/2018 8:00 AM,/global/emea/cons,HENKY,Henkel AG,1918,EUR,107.5
29,10/9/2018 8:00 AM,/global/emea/cons,HINKY,Heineken NV,2471,EUR,53.44
30,10/9/2018 8:00 AM,/global/emea/fin,SAN,Spanish bank Santander,2233,EUR,5.36
31,10/9/2018 8:00 AM,/global/emea/fin,ABNRY,ABN Amro,1718,EUR,14.22
32,10/9/2018 8:00 AM,/global/emea/fin,EBKDY,Austrian Erste Bank,2304,EUR,21.34
33,10/9/2018 8:00 AM,/global/emea/fin,LYG,Lloyds,2233,EUR,6.5
34,10/9/2018 8:00 AM,/global/emea/fin,CRARY,Credit Agricole,1554,EUR,7.31
35,10/9/2018 8:00 AM,/global/emea/tech,ASML,ASML Holding,2443,EUR,194.58
36,10/9/2018 8:00 AM,/global/emea/tech,DTE,Deutsche Telekom,2005,EUR,18.07
37,10/9/2018 8:00 AM,/global/emea/tech,NOKIA,Nokia,1651,EUR,5.83
38,10/9/2018 8:00 AM,/global/emea/tech,SAP,SAP SE,1798,EUR,120.65
39,10/9/2018 8:00 AM,/global/emea/tech,TEF,Telefónica SA,1507,EUR,10.68
40,10/9/2018 8:00 AM,/global/apac/cons,KRX.005930,Samsung Electronics Co. Ltd.,1801,KRW,45292.21
41,10/9/2018 8:00 AM,/global/apac/cons,2319.Hong Kong,China Mengniu Dairy Co. Ltd.,1756,HKD,23.04
42,10/9/2018 8:00 AM,/global/apac/cons,601933.China,Yonghui Superstores Co. Ltd.,1747,CNY,9.04
43,10/9/2018 8:00 AM,/global/apac/cons,600519.China,Kweichow Moutai Co. Ltd.,2432,CNY,699.09
44,10/9/2018 8:00 AM,/global/apac/tech,Hong Kong.0700,Tencent,2017,HKD,311.14
45,10/9/2018 8:00 AM,/global/apac/tech,Hong Kong.2018,AAC Technologies Holdings Inc.,2328,HKD,81.87
46,10/9/2018 8:00 AM,/global/apac/tech,Hong Kong.2382,Sunny Optical Technology Group Co. Ltd.,1816,HKD,77.75
47,10/9/2018 8:00 AM,/global/apac/tech,Taiwan.2330,Taiwan Taiex,2089,NTD,265.71
48,10/9/2018 8:00 AM,/global/apac/tech,Taiwan.3008,LARGAN Precision Co. Ltd.,2311,NTD,3537.7
49,10/9/2018 8:00 AM,/global/apac/mat,0914.Hong Kong,Anhui Conch Cement,1758,HKD,47.95
50,10/9/2018 8:00 AM,/global/apac/mat,0857.Hong Kong,PetroChina Co. Ltd.,1514,HKD,8.46
51,10/9/2018 8:00 AM,/global/apac/mat,H0338.Hong Kong,SINOPEC Shanghai Petrochemical Co. Ltd.,2182,HKD,5.07
52,10/9/2018 8:00 AM,/global/apac/mat,Tokyo.5541,Pacific Metals Co. Ltd.,1722,JPY,4293.06
